videoId,title,description,channelTitle,videoPublishedAt,tags,viewCount,videoLikeCount,videoCommentCount
z8b9G-xiQy0,Ukrainian warplanes break through Russian defense systems along the frontline,"#Kanal13​ #likekanal13​ #subscribekanal13 #warinukraine
https://www.youtube.com/user/kanal13az?sub_confirmation=1 - SUBSCRIBE TO US!
The strike of the Ukrainian Su-27 fighter on the Russian command post in Lisichansk means that the pilots managed to successfully break through the dense air defense of the enemy in the occupied territory. This opinion  was expressed on air by the reserve colonel of the Ukrainian Armed Forces, pilot-instructor Roman Svitan on Channel 24 .
""Lisichansk is a long way off. That is, by and large, since our planes have started approaching there, it means that we have already pulled up a certain air defense system there, which covers the Su. Lisichansk is in the direction of Belogorovka. Lisichansk, Lisichansk Oil Refinery, Seversk..."", - said Svitan.
He suggested that the Ukrainian Armed Forces could have targeted the command post, for example, with HIMARS missiles.
""The fact that they have already started to approach there means that our Air Force is finally getting its wings and is already moving towards such serious areas - where the Russians have very strong air defense... They have been developing an air defense system in the occupied Donbass for 10-11 years. It is very difficult to approach there by planes..."", the expert emphasized.
According to him, the geographical features of the region are also important, in particular, the mountains, 300-350 meters high, which give the enemy's anti-aircraft missile systems and other corresponding weapons additional capabilities.
İt should be noted that Ukrainian warplanes break through Russian defense systems along the frontline.  Ukrainian fighter jets also play a key role in destroying Russian ballistic missiles and drones. A series of Russian ballistic missile attacks on Ukrainian cities have killed dozens of civilians in recent weeks, shaking an already uneasy sense of safety for Ukrainians living far from the front lines.
The Russian strikes are growing more lethal as foreign air defense aid to Ukraine has dwindled, particularly deliveries of Patriot missiles. Ukraine is left struggling to cover the shortfall.
Ukraine’s ability to shoot down inbound Russian drones and cruise missiles has grown enormously since Russia’s full-scale invasion. But despite ingenuity in domestic weapon production over the past three years, Ukraine has no homemade equivalent to the Patriot, a U.S.-made surface-to-air missile system whose latest iterations are uniquely good at stopping ballistic missiles in flight.
Ukraine’s local missile makers are working through a long list of demands on their production, while also finding their factories under frequent Russian aerial strikes.
http://youtube.com/kanal13az/join - click here and support Kanal13 monthly for distributing more videos and independent journalism

http://t.me/kanal13tv & https://bit.ly/37BVMqU 
https://www.youtube.com/user/kanal13az?sub_confirmation=1
https://bit.ly/2Rs6MB3 
#lastminutenewsfromukraine #kanal13ukraine  
https://bit.ly/2V19Fdy

Click here and just subscribe to Kanal13 - https://www.youtube.com/user/kanal13az?sub_confirmation=1

https://www.youtube.com/KANAL13AZ/join
*ATTENTION: If you woul like to contact with US please, write to +49176 75077516 WhatsApp

▌▌►Website: http://kanal13.tv/
http://www.facebook.com/tvkanal13
https://twitter.com/Kanal13Az
https://www.instagram.com/kanal13.az

Click & Subscribe to the main youtube Channel

© KANAL13 [ Azərbaycanın ilk peşəkar internet televiziyası ] The First Internet TV of Azerbaijan

Tags: #Ukriane, #Russia, #Putin, #Putler, #Russian invasion of Ukraine, #Zelenski, #Kiev, #Kyiv, #Kadirov army, #Kadirov, #Kherson, #Bucha, #Kharkiv, #Ukrainian pilots, #vagners, #Russian tanks, #NATO, #drones, #Moscow, #Kreml, #war victims #Ukraina, News, The Washington Post, waPo Video, Washington Post Video, Washington Post YouTube, a:politics, aid, biden, putin, s:Politics, support, t:Other, Ukraine, war, fact check, news coverage, Donald Trump, news, wp video, forbes, nytimes, newspaper, media, journalism, Ilham Aliyev, Baku, Azerbaijan, Israel, Gaza, Palestine, Tel-Aviv, Garabag, Karabakh, football, ronaldo, messi, brian tyler cohen",Kanal13,2025-05-19T01:00:05Z,Russia;Putin;Putler;Russian invasion of Ukraine;Zelenski;Kiev;Kyiv;Kadirov army;Kadirov;Kherson;Bucha;Kharkiv;Ukrainian pilots;vagners;Russian tanks;NATO;drones;Moscow;Kreml;war victims Ukraina;U.S. congress;U.S Senat;biden;trump;Donald Trump;US elections;Wray Over Agents' Abuses;Washington Post;nytimes;foreignpolicy;capitol hill;WaPo Videos;politics;latest news;Republican Speaker;US news;president elections U.S.;america elections;fake news politics;forbes,151207,4192,132
OH2DjaT6kAI,BREAKING: Trump on Russia-Ukraine and Putin call,"In an Oval Office event at the White House, President Trump took questions and discussed his role in peace talks between Russia and Ukraine, with a call he had with Vladimir Putin and Volodymyr Zelenskyy, President of Ukraine.

Subscribe to LiveNOW from FOX! https://www.youtube.com/livenowfox?sub_confirmation=1
Where to watch LiveNOW from FOX: https://www.livenowfox.com/
Follow us @LiveNOWFOX on Twitter: https://twitter.com/livenowfox

Raw and unfiltered. Watch a non-stop stream of breaking news, live events and stories across the nation. Limited commentary. No opinion. Experience LiveNOW from FOX.",LiveNOW from FOX,2025-05-19T21:34:11Z,news;politics;news today;trump;trump latest news;trump speaks;trump fox;trump speech;trump live;trump news;trump news today;trump rally;fox news;foxnews;fox news trump;live trump;trump today;watch trump;trump putin;putin ukraine;trump zelensky;trump zellenskyy,554887,6447,2745
XBjcDJizVes,"Russia’s Kursk Revenge? Putin’s Men Bleed Ukraine Forces, Capture Border Towns In Sumy, Donetsk","Russian MoD on May 19 claimed the capture of two Ukrainian towns over the past day. Maryino town in Sumy region, Novoolenovka town in Donetsk region captured: Russian MoD. Russia also reported inflicting mass casualties on the Ukraine side amid raging war. Watch for more details.

INTERNATIONAL NEWS

#UkraineWar #RussiaUkraine #Trump #Zelensky #Putin #Kursk #WorldNews #Military #RussiaStrikes #UkraineCrisis #USMilitaryAid 

Hindustan Times Videos brings all the News for the Global Indian under one umbrella. We break down news from across the globe from the unique lens of a Rising India. Tune in for Explainers, Opinions, Analysis and a 360 degree view of big events in India and the World which impact your present and future. 

Follow the Hindustan Times Channel on WhatsApp for News Alerts, Top Stories and Editor picks. Join Us Today - https://www.bit.ly/3PQ4kSv

Subscribe to the Hindustan Times YT channel and press the bell icon to get notified when we go live.

Visit our website https://www.hindustantimes.com/
Follow us on Twitter https://twitter.com/htTweets
Follow us on Facebook https://www.facebook.com/hindustantimes",Hindustan Times,2025-05-20T12:15:05Z,ukraine;russia;us;zelensky;putin;trump;russia vs ukraine;russia ukraine war updates;moscow news;trump's ukraine aid;kursk news;russia attack on ukraine;zelensky news;putin news;russia news;ukraine news;trump news;ukraine war;trump halts ukraine aid;kursk battle;russian army;putin vs zelensky;ukraine latest updates;trump ukraine policy;us military aid;russia ukraine war news;trump vs nato;ht;ht news;hindustan times;news;world news;war,31805,928,102
eN1VNj6NvpY,'Putin Wants To End It': Trump Speaks On Russia-Ukraine War After Oval Office Call,"US President Donald Trump told reporters he believes Vladimir Putin wants to end the war in Ukraine. Speaking from the Oval Office after a phone call with the Russian leader, Trump said ceasefire talks could begin “immediately” and noted the Vatican has shown interest in hosting negotiations. Watch!

#trump #putin #ukrainewar 

Mint is an Indian financial daily newspaper published by HT Media. The Mint YT Channel brings you cutting edge analysis of the latest business news and financial news. With in-depth market coverage, explainers and expert opinions, we break down and simplify business news for you. 

Click here to download the Mint App: https://livemint.onelink.me/MrDS/p0kx3pdg

Subscribe to Mint Premium Now: https://www.read.ht/Scaq

Subscribe to Mint's WhatsApp Channel: https://whatsapp.com/channel/0029Va91YSeGehEM6oMesj3d",Mint,2025-05-20T02:23:11Z,Mint;Mint News;Live Mint;Business News;News;Today News,6191,66,39
HdyAaQHhunU,How Trump defines his call with Putin on Russia-Ukraine war ceasefire,"President Trump appears optimistic about progress made during his call with Russian President Vladimir Putin, saying Russia and Ukraine will start immediate negotiations, but those talks have already been going on among delegates for both sides. This comes as Ukrainian President Volodymyr Zelenskyy continues to call for a ""full and unconditional ceasefire."" CBS News' Natalie Brand has the latest from the White House.

CBS News 24/7 is the premier anchored streaming news service from CBS News and Stations that is available free to everyone with access to the internet and is the destination for breaking news, live events, original reporting and storytelling, and programs from CBS News and Stations' top anchors and correspondents working locally, nationally and around the globe. It is available on more than 30 platforms across mobile, desktop and connected TVs for free, as well as CBSNews.com and Paramount+ and live in 91 countries.

Subscribe to the CBS News YouTube channel: https://youtube.com/cbsnews
Watch CBS News 24/7: https://cbsnews.com/live/
Download the CBS News app: https://cbsnews.com/mobile/
Follow CBS News on Instagram: https://instagram.com/cbsnews/
Like CBS News on Facebook: https://facebook.com/cbsnews
Follow CBS News on X: https://twitter.com/cbsnews
Subscribe to our newsletters: https://cbsnews.com/newsletters/
Try Paramount+ free: https://paramountplus.com/?ftag=PPM-05-10aeh8h

For video licensing inquiries, contact: licensing@veritone.com",CBS News,2025-05-20T13:02:12Z,Vladimir Putin;Donald Trump;Volodymyr Zelenskyy;Putin;Russia;CBS News Mornings Clips;World,29295,1152,154
VHnSt1OmXFQ,Russia launching WWII-style breakthrough in Sumy; Ukrainian snipers mass-kill Russian soldiers here,"#Kanal13​ #likekanal13​ #subscribekanal13 #warinukraine
https://www.youtube.com/user/kanal13az?sub_confirmation=1 - SUBSCRIBE TO US!
Viktor Bobyrenko, an analyst at the Bureau of Policy and Analysis of Ukraine, believes that the landscape of the Sumy region and the nature of modern warfare will prevent Russian forces from breaking through Ukrainian defenses.
""To avoid sparking panic, let me say right away — a large-scale breakthrough in the style of World War II is not possible in Sumy. People here remember 2022, when Russia advanced and was, so to speak, on the outskirts of Sumy by midday. By February 25, the city was sealed off and under siege for a month. Today, there will be no such breakthrough where the enemy reaches Sumy in a day. Warfare is different now.
It’s simply not feasible because the terrain between the Siverskyi Donets and Psel rivers is not suited for tanks — it’s full of floodplains and a network of ponds. You can’t maneuver tanks there. However, it’s a paradise for sabotage and reconnaissance groups and snipers: a landscape with forests and woodlands, the edge of the Central Russian highlands,"" the analyst explained on Espreso TV.
According to him, Russian forces might try to use this area as a ""gray zone,"" given reports that Russia has amassed over 60,000 troops nearby. So there could be engagements similar to those near Pokrovsk — advances of maybe 500 meters a day at most. At that pace, it would take them six months to a year to reach Sumy. Therefore, there's no reason to panic about a rapid breakthrough in the region.
""Still, Russian artillery can strike up to 20 kilometers deep, as seen in Bilopillia, and FPV drones are active. For instance, on May 17, a minivan was hit by Russian forces just 11 km from the front line on the Sumy–Bilopillia–Putyvl–Hlukhiv–Shostka highway. The railway is nearby too. When a train runs from Sumy to Konotop, it speeds up to pass through this high-risk zone near the border. It’s possible the Russians aim to cut this road, which connects Sumy with communities north of the Siverskyi Donets River. In that sense, they could advance here.
But back in 1943, the Red Army advanced elsewhere — around the Pysarivka community, aiming to reach the rear of Kharkiv and sever the Sumy–Kharkiv highway and rail links. That area lies further south than where the current intense fighting is happening,"" Bobyrenko concluded.
http://youtube.com/kanal13az/join - click here and support Kanal13 monthly for distributing more videos and independent journalism

http://t.me/kanal13tv & https://bit.ly/37BVMqU 
https://www.youtube.com/user/kanal13az?sub_confirmation=1
https://bit.ly/2Rs6MB3 
#lastminutenewsfromukraine #kanal13ukraine  
https://bit.ly/2V19Fdy

Click here and just subscribe to Kanal13 - https://www.youtube.com/user/kanal13az?sub_confirmation=1

https://www.youtube.com/KANAL13AZ/join
*ATTENTION: If you woul like to contact with US please, write to +49176 75077516 WhatsApp

▌▌►Website: http://kanal13.tv/
http://www.facebook.com/tvkanal13
https://twitter.com/Kanal13Az
https://www.instagram.com/kanal13.az

Click & Subscribe to the main youtube Channel

© KANAL13 [ Azərbaycanın ilk peşəkar internet televiziyası ] The First Internet TV of Azerbaijan

Tags: #Ukriane, #Russia, #Putin, #Putler, #Russian invasion of Ukraine, #Zelenski, #Kiev, #Kyiv, #Kadirov army, #Kadirov, #Kherson, #Bucha, #Kharkiv, #Ukrainian pilots, #vagners, #Russian tanks, #NATO, #drones, #Moscow, #Kreml, #war victims #Ukraina, News, The Washington Post, waPo Video, Washington Post Video, Washington Post YouTube, a:politics, aid, biden, putin, s:Politics, support, t:Other, Ukraine, war, fact check, news coverage, Donald Trump, news, wp video, forbes, nytimes, newspaper, media, journalism, Ilham Aliyev, Baku, Azerbaijan, Israel, Gaza, Palestine, Tel-Aviv, Garabag, Karabakh, football, ronaldo, messi, brian tyler cohen",Kanal13,2025-05-21T01:00:06Z,Russia;Putin;Putler;Russian invasion of Ukraine;Zelenski;Kiev;Kyiv;Kadirov army;Kadirov;Kherson;Bucha;Kharkiv;Ukrainian pilots;vagners;Russian tanks;NATO;drones;Moscow;Kreml;war victims Ukraina;U.S. congress;U.S Senat;biden;trump;Donald Trump;US elections;Wray Over Agents' Abuses;Washington Post;nytimes;foreignpolicy;capitol hill;WaPo Videos;politics;latest news;Republican Speaker;US news;president elections U.S.;america elections;fake news politics;forbes,22213,551,45
lT4xjXV_zok,⚠️ UKRAINE WAR ZONE SHIFT! RUSSIAN FORCES ENTER STARA-MYKOLAIVKA! #russia #ukraine #ukrainewar,"This video describes the military situation in Ukraine on the 21st of May 2025
Download iOS Military Summary Map: https://itunes.apple.com/app/id6477433117
THE MAP: https://militarysummary.com
Store: https://www.militarysummary.store/
Google doc: https://docs.google.com/spreadsheets/d/18WfJv1_DOlFOzvjh6iT1N8ltDvaCeWu1cPK_eaHKCR4/edit?usp=sharing
Rumble: https://rumble.com/c/c-1613003
Telegram channel: https://t.me/militarysummary
Twitter: https://twitter.com/MilitarySummary
Email: military.summary.info@gmail.com

Patreon: https://www.patreon.com/militarySummary?fan_landing=true
Help the channel: https://www.donationalerts.com/r/military_summary
Help the channel: https://www.patreon.com/militarySummary?fan_landing=true",Military Summary,2025-05-21T08:30:28Z,war;war in ukraine;war in ukraine 2023;military map;map;map summary;map analysis;military map analysis;civil war;ukraine vs russia;russian war;conflict;war conflict;analysis map military;military summary;Bakhmut;Avdiivka;Uhledar;Vuhledar;Marinka,13822,562,14
2JsmSs3oPjc,Russia in 'far worse position now' than during 2022 talks | Michael Clarke analysis,"Russia is in a ""far worse position now"" compared to 2022, when direct negotiations with Ukraine last took place, security and defence analyst, Professor Michael Clarke, has been telling Sky News. 

Speaking with talks between Russia and Ukraine underway in Istanbul, Clarke said: ""Compared to 2022, the Russians are in a far worse position now than they were then because in 2022, they thought, 'it's only a matter of time before we take the whole country'. ""

Read more: https://news.sky.com/story/ukraine-war-latest-peace-talks-zelenskyy-putin-istanbul-crimea-baltic-nato-jet-clarke-frontline-turkey-erdogan-12541713

#ukraine #russia #war #analysis #worldnews 

SUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews 
Follow us on Twitter: https://twitter.com/skynews 
Like us on Facebook: https://www.facebook.com/skynews 
Follow us on Instagram: https://www.instagram.com/skynews 
Follow us on TikTok: https://www.tiktok.com/@skynews 

For more content go to http://news.sky.com and download our apps: Apple https://itunes.apple.com/gb/app/sky-news/id316391924?mt=8 Android https://play.google.com/store/apps/details?id=com.bskyb.skynews.android&hl=en_GB 

Sky News Daily podcast is available for free here: https://podfollow.com/skynewsdaily/ 

Sky News videos are now available in Spanish here/Los video de Sky News están disponibles en español aquí: https://www.youtube.com/channel/UCzG5BnqHO8oNlrPDW9CYJog 

To enquire about licensing Sky News content, you can find more information here: https://news.sky.com/info/library-sales",Sky News,2025-05-16T14:37:44Z,ukraine;russia;war;conflict;analysis;professor michael;clarke;world;news,392568,4943,1557
DrPsZIelfC4,Russia-Ukraine War: UK And Europe Target Russia With Major Sanctions After Putin-trump Call | WION,"A phone call between Donald Trump and Vladimir Putin derails plans for an immediate Ukraine ceasefire. Trump drops new sanctions, backing long negotiations instead. Putin demands peace ""memorandums,"" leaving Ukraine and EU allies frustrated. Vatican floated as possible mediator.

#russiaukrainewar #trump #worldnews 

About Channel: 

WION The World is One News examines global issues with in-depth analysis. We provide much more than the news of the day. Our aim is to empower people to explore their world. With our Global headquarters in New Delhi, we bring you news on the hour, by the hour. We deliver information that is not biased. We are journalists who are neutral to the core and non-partisan when it comes to world politics. People are tired of biased reportage and we stand for a globalized united world. So for us, the World is truly One.
 
Please keep discussions on this channel clean and respectful and refrain from using racist or sexist slurs and personal insults.

Subscribe to our channel at https://goo.gl/JfY3NI
Check out our website: http://www.wionews.com
Join our WhatsApp Channel: https://bit.ly/455YOQ0
Connect with us on our social media handles:
Facebook: https://www.facebook.com/WIONews
Twitter: https://twitter.com/WIONews
Instagram: https://www.instagram.com/wionews/
Follow us on Google News for the latest updates

Zee News:- https://bit.ly/2Ac5G60
Zee Business:- https://bit.ly/36vI2xa
DNA India:- https://bit.ly/2ZDuLRY
WION: https://bit.ly/3gnDb5J
Zee News Apps: https://bit.ly/ZeeNewsApps",WION,2025-05-21T03:14:29Z,Russia-Ukraine war;ceasefire negotiations;30-day truce;U.S. mediation;Donald Trump;Vladimir Putin;Volodymyr Zelenskyy;Operation Sindoor;NATO membership;territorial sovereignty;drone attacks;military aid;sanctions relief;energy infrastructure;Jeddah talks;Istanbul negotiations;Pope Leo XIV;Marco Rubio;European Union;security guarantees;humanitarian efforts;civilian casualties;Kursk region;diplomatic tensions;international pressure,11938,93,38
3-PQG9gOhXo,Top 5 Shocking Moments in the Russia-Ukraine War You Didn’t See Coming!,"Top 5 Shocking Moments in the Russia-Ukraine War You Didn’t See Coming - The Russia-Ukraine war has reshaped modern warfare in ways few predicted, with both sides adapting strategies and technology in a relentless struggle for advantage. This conflict reveals shocking twists that challenge traditional battle tactics and showcase new levels of military innovation. Watch the full video to uncover the surprising events that are changing the face of this ongoing war!

00:44 - Chapter 1: The Fall of Most Celebrate Armor
02:39 - Chapter 2: The First Patriot Missile System Taken Out
04:18 - Chapter 3: Oreshnik missile debut
05:53 - Chapter 4: Russia Glide Bomb Unleashed for the first time
06:48 - Chapter 5: F-16 fails in Ukraine.

Explore more in-depth insights on our website: https://defensefeeds.com
Sources: https://pastebin.com/1aTz4VpW

Subscribe Now : 
https://www.youtube.com/channel/UC0IlEuu4TA9wq1u60tLMqBw?sub_confirmation=1",Military TV,2025-05-16T14:00:08Z,Top 5 Shocking Moments in the Russia-Ukraine War You Didn’t See Coming;russia ukraine war moment;russia ukraine;russia ukraine top moment;shocking event of russia ukraine war;russia ukraine war;russia ukraine war update;russia;oreshnik russia missile;russia glide bomb;top 5 russia;leopard tank destroyed in ukraine;abram fail in ukraine;patriot destroyed in ukraine;f16 in ukraine;f16 fail in ukraine;ukraine;russia ukraine update today;war in ukraine;ukraine war,50567,1146,218
sRqOE8KtalQ,Trump's 'Golden Dome' Missile Defence Plan For US | Russia-Ukraine War | World DNA LIVE,"Trump's 'Golden Dome' Missile Defence Plan For US | Russia-Ukraine War | China-Taiwan Dialogue

#pakistan #russiaukrainewar #trump 

About Channel: 

WION The World is One News examines global issues with in-depth analysis. We provide much more than the news of the day. Our aim is to empower people to explore their world. With our Global headquarters in New Delhi, we bring you news on the hour, by the hour. We deliver information that is not biased. We are journalists who are neutral to the core and non-partisan when it comes to world politics. People are tired of biased reportage and we stand for a globalized united world. So for us, the World is truly One.
 
Please keep discussions on this channel clean and respectful and refrain from using racist or sexist slurs and personal insults.

Subscribe to our channel at https://goo.gl/JfY3NI
Check out our website: http://www.wionews.com
Join our WhatsApp Channel: https://bit.ly/455YOQ0
Connect with us on our social media handles:
Facebook: https://www.facebook.com/WIONews
Twitter: https://twitter.com/WIONews

Follow us on Google News for the latest updates

Zee News:- https://bit.ly/2Ac5G60
Zee Business:- https://bit.ly/36vI2xa
DNA India:- https://bit.ly/2ZDuLRY
WION: https://bit.ly/3gnDb5J
Zee News Apps: https://bit.ly/ZeeNewsApps",WION,2025-05-21T03:01:16Z,russia ukraine war;russia;russia ukraine war foreign citizens recruitment;russia ukraine;russia latest news;ukraine war;war in ukraine;ukraine;russia ukraine war news;russia news;russia ukraine war update;russia ukraine news;russia vs ukraine;russia ukraine conflict;russian invasion of ukraine;russia vs ukraine war;ukraine russia war;russia war ukraine;ukraine russia;ukraine russia news;ukraine vs russia;trump russia ukraine,11197,182,17
RGUuHqkmx7g,Fierce firefight erupts as Azov troops storm Russian defences,"#shortsfeed #russia #ukraine #war #Putin #zelensky #shortsfeed 
Daily Mail Homepage:  https://www.dailymail.co.uk/
Daily Mail Facebook: https://facebook.com/dailymail
Daily Mail IG: https://instagram.com/dailymail
Daily Mail Snap: https://www.snapchat.com/discover/Daily-Mail/8392137033
Daily Mail Twitter: https://twitter.com/MailOnline
@DailyMail_news
Daily Mail Pinterest: https://pinterest.co.uk/dailymail
Get the free Daily Mail mobile app: https://dailymail.co.uk/mobile
@DailyMail_News",Daily Mail News,2025-05-21T14:57:59Z,mail news;mail online;mailonline;us news;uk news;global news;breaking news;latest news;@dailymail_news;Russia;Ukraine;war;Putin,17106,847,22
TZtoCbeMFlQ,Zelenskyy says Putin is stalling for time to continue Russia-Ukraine war,"There are differing interpretations of President Trump's call with Russian President Vladimir Putin. Ukrainian President Volodymyr Zelenskyy is accusing Putin of playing for time instead of negotiating a ceasefire deal. CBS News' Olivia Gazis breaks down what's known.

#Zelenkskyy #Putin #Ukraine

CBS News 24/7 is the premier anchored streaming news service from CBS News and Stations that is available free to everyone with access to the internet and is the destination for breaking news, live events, original reporting and storytelling, and programs from CBS News and Stations' top anchors and correspondents working locally, nationally and around the globe. It is available on more than 30 platforms across mobile, desktop and connected TVs for free, as well as CBSNews.com and Paramount+ and live in 91 countries.

Subscribe to the CBS News YouTube channel: https://youtube.com/cbsnews
Watch CBS News 24/7: https://cbsnews.com/live/
Download the CBS News app: https://cbsnews.com/mobile/
Follow CBS News on Instagram: https://instagram.com/cbsnews/
Like CBS News on Facebook: https://facebook.com/cbsnews
Follow CBS News on X: https://twitter.com/cbsnews
Subscribe to our newsletters: https://cbsnews.com/newsletters/
Try Paramount+ free: https://paramountplus.com/?ftag=PPM-05-10aeh8h

For video licensing inquiries, contact: licensing@veritone.com",Face the Nation,2025-05-20T19:50:52Z,Russia;Ukraine;Zelenskyy;Putin;Donald Trump;Volodymyr Zelenskyy;CBS News 24-7 Clips;Politics;World,5296,44,19
WrDLKFkTiZQ,"Vance: Russia-Ukraine war 'is not our war, it's Joe Biden's war'","Vice President JD Vance forwards President Donald Trump's message that the United States should be able to ""move beyond the mistakes that have been made in the past,"" musing they may eventually concede that this ""is Joe Biden's war, it's Vladimir Putin's war, it's not our war."" President Donald Trump's call with Putin marks the third known time the two leaders have spoken by phone since Trump was inaugurated in January- it comes as Trump has grown increasingly frustrated with the Russian president’s refusal to strike a peace deal with Ukraine. #CNN #News",CNN,2025-05-19T22:10:00Z,,66139,700,1685
RHk_gYw9smA,"BREAKING: Russia-Ukraine end peace talks after 2 hours, agree to exchange 1,000 prisoners","The first direct peace talks between Russia and Ukraine since the early weeks of Moscow’s 2022 invasion ended Friday after less than two hours, and a senior Ukrainian official said the Russian side introduced new “unacceptable demands.” AP reports, before they adjourned, Kyiv and Moscow agreed to exchange 1,000 prisoners of war each, according to the heads of both delegations, in what would be their biggest such swap since the war began.

Subscribe to LiveNOW from FOX! https://www.youtube.com/livenowfox?sub_confirmation=1
Where to watch LiveNOW from FOX: https://www.livenowfox.com/
Follow us @LiveNOWFOX on Twitter: https://twitter.com/livenowfox

Raw and unfiltered. Watch a non-stop stream of breaking news, live events and stories across the nation. Limited commentary. No opinion. Experience LiveNOW from FOX.",LiveNOW from FOX,2025-05-16T15:01:18Z,russiqa;russia ukraine;ukraine flag;russia v ukraine;news;ukraine;news ukraine;war in ukraine;trump;trump ukraine,181068,1295,466
coXIZzbLsz0,Russia-Ukraine war: Putin declares temporary ceasefire from May 8-10,"Russia’s President Vladimir Putin on Monday declared a three-day ceasefire in Ukraine on May 8-10 to mark the World War II Victory Day, as U.S. President Donald Trump’s administration decides whether a deal to end the more than three-year war is within reach.

The Kremlin said that the truce will start at 0000 on May 8 (2100 GMT May 7) and last through the end of May 10, adding that Putin ordered the full cessation of hostilities on “humanitarian grounds” to mark the May 9 holiday celebrating the defeat of Nazi Germany.

Subscribe to LiveNOW from FOX! https://www.youtube.com/livenowfox?sub_confirmation=1
Where to watch LiveNOW from FOX: https://www.livenowfox.com/
Follow us @LiveNOWFOX on Twitter: https://twitter.com/livenowfox

Raw and unfiltered. Watch a non-stop stream of breaking news, live events and stories across the nation. Limited commentary. No opinion. Experience LiveNOW from FOX.",LiveNOW from FOX,2025-04-28T12:35:17Z,russia ukraine war;ukraine war;ukraine and russia;ukraine news;russia ukraine news;trump;iran;north korea,52430,270,156
