video_id,title,description,channelTitle,videoPublishedAt,tags,viewCount,videoLikeCount,videoCommentCount,comment_id,author,text,commentLikeCount,commentPublishedAt
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgxsQd_x84qWxIpHc3V4AaABAg,@hamirami2456,I think you editor was drunk. Close to a million Russians killed captured in kursk,18,2025-05-22T00:16:35Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,Ugzk8DvleVosK6SPQcJ4AaABAg,@domjong6329,Why couldn't Putin's dad use protection?,1,2025-05-21T23:46:16Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgznoxW1HJ72Pi5Dc1l4AaABAg,@EL.cc12,What about Ukrainian casualties why we never hear about those,0,2025-05-21T23:21:50Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgzHk2qBljhauyHcn7h4AaABAg,@styx-c2e6e,russia wants war. they put their country next o to NATO!,0,2025-05-21T23:14:52Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,Ugx8DNZgivPanLenrEt4AaABAg,@verdebusterAP,Yeah no one is worried about the flying shovels,0,2025-05-21T22:53:02Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgzvJ9NW6G0Q6Sgjrnx4AaABAg,@Edward47128,nato always likes to play innocent.,5,2025-05-21T22:47:31Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,Ugwe4XqDluz30eUX_lt4AaABAg,@dpharr100,Breaking news. Russia has a cra# military,0,2025-05-21T22:36:20Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgxhDmn9DG8zSJfHOjd4AaABAg,@45641560456405640563,Colossal meh.,0,2025-05-21T22:29:37Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,Ugw1fVEx8kBYiBJWgsZ4AaABAg,@kaiying74,What are they going to equip these bases with? More antiques? Washing Machines?,0,2025-05-21T22:29:07Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgwrNV3kvDaIYhCuVDB4AaABAg,@sandriacelestin9580,If Russia lost a million soldiers that means what Ukraine lost 5 million 😂😂 like these people really believe if they say one thing and lies about it means just cause they say it means it will be the truth smh but at same time Ukrainians are begging for mercy every day. Why what Russia do in their country on their land is anyone business like this is becoming a form of obsession and mental illness with Europeans,0,2025-05-21T22:23:50Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgyLZLNf_Ri9MoYT9d14AaABAg,@AmerBoyo,"This was to be expected given NATO’s expansion… Certainly something to keep an eye on. More important to make sure no more gains are made in Ukraine, and for the EU to re-arm and preferably have a force of its own. We also desperately need to tackle misinformation accounts on social media - Putin is trying to defeat us from the inside out. The secret service must track these accounts and close them down, especially those recruited/sympathetic in the West.",0,2025-05-21T22:18:56Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgweNEJXsIs5vTS83Nh4AaABAg,@DanielHogendoorn,💪🏻🇷🇺,0,2025-05-21T22:12:14Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgyiEzUmQPzqdYgndaJ4AaABAg,@derricksims551,Was the guy in the Russian bomber using a slide rule for a calculator?,0,2025-05-21T22:00:30Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgwX9A9yKbatou_-FXd4AaABAg,@noahrosz3902,But the British have troops in Estonia Finland is on the border nato is on the border so no wonder they have moovrd,4,2025-05-21T21:58:59Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgwaBd1dgcIOESd0SvR4AaABAg,@GhanaMatthew-i9x,Liez from you little boi puppet,0,2025-05-21T21:53:53Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgzxmOeDrPMuL3bJq4B4AaABAg,@yiikirichard2547,Russia is the real deal.,0,2025-05-21T21:53:48Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,Ugwf4LsIeimyeO7zB9x4AaABAg,@willienelsongonzalez4609,"This is just more of Putin trying to leverage fear. He’s spread thin, the Ukrainian war has shown the world just how incompetent the Russian military actually is. It’s all bravado and posturing. Putin is good at projecting an image but when it comes to reality it all falls apart.",0,2025-05-21T21:50:27Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgxBhJGTSro2QK8hjVh4AaABAg,@andrewdunn9307,Cold war 2,0,2025-05-21T21:43:53Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgwwqmFpVRBecnhgimd4AaABAg,@patrick3846,"NATO is to be blames for this military build up, the Russian learn a lesson in world war 2 , so! can you blame Russia! No more WARSAW PACK but NATO keep spanding and spanding, why? Who is the enemy? The politician! They are the creator of trouble on this planet! Think about it!",1,2025-05-21T21:39:25Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,Ugy0jOIOXoll11NzoUl4AaABAg,@johnnyhollis9977,Putin has not learnt anything from the current mauling that he had not planned for.  His military has certainly been shown up not to be the unstoppable bear as previously thought.,0,2025-05-21T21:36:26Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgzI_QnxT0Yzsr_smmd4AaABAg,@ilikelampshades6,Russia is not Britain's enemy. Our enemies are the invaders and migrants that attack us on our streets,1,2025-05-21T21:27:48Z
lW4h7aXNNR8,Russia reactivates Cold War bases - right on Nato's border,"Almost a million Russian personnel are estimated to have been killed, captured or wounded fighting in Ukraine and Kursk.

But despite those staggering losses, Russian president Vladimir Putin is still likely to have a bigger military when this conflict ends than when it began.

And there are indications that Moscow is already preparing its post-war posture, with signs that Russia is beefing up its military presence along its western border.

More💻: https://www.forcesnews.com/nato/russia-bolsters-bases-it-prepares-face-nato-once-ukraine-war-over

#bfbsforcesnews #forcesnews #news #army #military #russia #nato 

Subscribe to Forces News: http://bit.ly/1OraazC
Check out our website: https://www.forcesnews.com
Facebook: https://www.facebook.com/ForcesTV
Instagram: https://www.instagram.com/forcesnews/?hl=en
X: https://twitter.com/ForcesNews",BFBS Forces News,2025-05-21T17:01:04Z,Forces News;Forces TV;British Armed Forces;British;Forces;military;serving;military personnel;Ministry of Defence;British defence;British military;BFBS;BFBS Forces News;Simon Newton;Nato;NATO;Kursk;Vladimir Putin;Finland;Sweden;Murmansk;Olenya;Kamenka;Alakurtti;Petrozavadsk,39668,1312,319,UgyUod-5QcW_ryABAu54AaABAg,@randyd-do4po,Trump the puppet supports the Russian buildup. SO UNBELIEVABLE WHERE THE US IS ENDING UP,0,2025-05-21T21:26:21Z
